-0.4191 , -0.1861 , -0.5979 , -0.1311 , -0.2584 , -0.5901 
-0.5076 , -0.1321 , 0.5495 , -0.3017 , -0.5548 , 0.1553 
-0.3469 , -0.4172 , -0.1468 , 0.7373 , -0.0250 , 0.3739 
-0.0189 , -0.5331 , -0.2732 , -0.5822 , 0.3160 , 0.4494 
-0.4492 , -0.0950 , 0.3924 , 0.0215 , 0.7089 , -0.3637 
-0.4941 , 0.6933 , -0.3005 , -0.0938 , 0.1500 , 0.3919
